ID,Source-Span,Source_Strength,Original,Constraint(s),Interpretation,Atomic,Beyond-Syntax,Diff-Code-Related,Objective,Grounded,Decision(Auto),Notes,random
norm_055,482-487,may,"In general, condition values may change back and forth, but some condition transitions may be monotonic, depending on the resource and condition type. However, conditions are observations and not, themselves, state machines, nor do we define comprehensive state machines for objects, nor behaviors associated with state transitions. The system is level-based rather than edge-triggered, and should assume an Open World.","In general, condition values may change back and forth, but some condition transitions may be monotonic, depending on the resource and condition type.",conditionの値は一般的に前後に変わりうるが，一部のcondition遷移はリソースやcondition typeに応じて単調になることもある．,,,,,,,,0.5234014898
norm_166,1795-1796,should,"* The name of a field that specifies the time at which `something` occurs should be called `somethingTime`. Do not use `stamp` (e.g., `creationTimestamp`).","The name of a field that specifies the time at which `something` occurs should be called `somethingTime`. Do not use `stamp` (e.g., `creationTimestamp`).",何かが発生する時刻を指定するフィールドはsomethingTimeと命名すべきである．stamp（例: creationTimestamp）は使用しない．,,,,,,,,0.5290504176
norm_198,2004-2007,must,"Never do case-insensitive comparisons in validation.  This is a source of bugs and failed uniqueness assumptions.  If validation treats ""abc"" and ""ABC"" as the same, then ALL consumers of that field must do the same, and it is very easy to miss a case.","If validation treats ""abc"" and ""ABC"" as the same, then ALL consumers of that field must do the same, and it is very easy to miss a case.",バリデーションが大文字小文字を同一視する場合，そのフィールドのすべてのコンシューマーも同様にしなければならない．ケースの不一致を見落としやすいため注意が必要．,,,,,,,,0.5303439211
norm_128,1095-1104,must,"When adding a field with a static or admission controlled default, this must be considered.  If the field is immutable after creation, consider adding logic to manually ""patch"" the value from the ""old"" object into the ""new"" one when it has been ""unset"", rather than returning an error or allocating a different value (e.g.  Service IPs).  This will very often be what the user meant, even if it is not what they said.  This may require setting the default in a different way (e.g.  in the registry code which understands updates instead of in the versioned defaulting code which does not).  Be careful to detect and report legitimate errors where the ""new"" value is specified but is different from the ""old"" value.","When adding a field with a static or admission controlled default, this must be considered.",静的またはAdmission Controlledデフォルトを持つフィールドを追加する際，PUT冪等性への影響を考慮しなければならない．,,,,,,,,0.5389543434
norm_027,301-304,should,"Types with both `spec` and `status` stanzas can (and usually should) have distinct authorization scopes for them.  This allows users to be granted full write access to `spec` and read-only access to status, while relevant controllers are granted read-only access to `spec` but full write access to status.",Types with both `spec` and `status` stanzas can (and usually should) have distinct authorization scopes for them.,specとstatusの両方を持つ型は，それぞれに異なる認可スコープを設定できる（通常すべき）．,,,,,,,,0.5484029802
norm_197,2001-2002,should,"All string fields should be checked for maximum length.  If the field has a minimum length, that should also be checked.","If the field has a minimum length, that should also be checked.",フィールドに最小長がある場合，その最小長もチェックすべきである．,,,,,,,,0.5593172807
norm_168,1801-1801,preferred,* `fooTimeoutSeconds` is preferred for inactivity/unresponsiveness deadlines.,`fooTimeoutSeconds` is preferred for inactivity/unresponsiveness deadlines.,非アクティブ/無応答のデッドラインにはfooTimeoutSecondsが望ましい．,,,,,,,,0.5605629833
norm_071,636-639,should,"Sometimes, at most one of a set of fields can be set.  For example, the [volumes] field of a PodSpec has 17 different volume type-specific fields, such as `nfs` and `iscsi`.  All fields in the set should be [Optional](#optional-vs-required).",All fields in the set should be Optional.,Union内のすべてのフィールドはOptionalにすべきである．,,,,,,,,0.5606401397
norm_028,315-320,should,"The Kubernetes API also serves as the foundation for the declarative configuration schema for the system. In order to facilitate level-based operation and expression of declarative configuration, fields in the specification should have declarative rather than imperative names and semantics -- they represent the desired state, not actions intended to yield the desired state.","In order to facilitate level-based operation and expression of declarative configuration, fields in the specification should have declarative rather than imperative names and semantics -- they represent the desired state, not actions intended to yield the desired state.",specのフィールドは命令的ではなく宣言的な名前とセマンティクスを持つべきである．desired stateを表現し，desired stateに至るアクションを表現しない．,,,,,,,,0.5617496251
norm_026,293-299,should,"The `status` summarizes the current state of the object in the system, and is usually persisted with the object by automated processes but may be generated on the fly.  As a general guideline, fields in `status` should be the most recent observations of actual state, but they may contain information such as the results of allocations or similar operations which are executed in response to the object's `spec`.  See [below](#representing-allocated-values) for more details.","As a general guideline, fields in `status` should be the most recent observations of actual state, but they may contain information such as the results of allocations or similar operations which are executed in response to the object's `spec`.",statusのフィールドは実際の状態の最新の観測値であるべきだが，specに応じた操作結果（例: リソース割り当て結果）を含んでもよい．,,,,,,,,0.5736203373
norm_020,255-257,SHOULD,"* generation: a sequence number representing a specific generation of the desired state. Set by the system and monotonically increasing, per-resource. May be compared, such as for RAW and WAW consistency.","Every object SHOULD have the following metadata in a nested object field called ""metadata"": generation: a sequence number representing a specific generation of the desired state. Set by the system and monotonically increasing, per-resource. May be compared, such as for RAW and WAW consistency.",すべてのオブジェクトはmetadata.generationフィールドを持つべきである．desired stateの世代を表すシーケンス番号で，リソースごとに単調増加する．,,,,,,,,0.5794315042
norm_117,1014-1021,must,"Instead, we can provide a built-in admission controller or a MutatingWebhookConfiguration.  Unlike static defaults, these may consider external state (such as annotations on StorageClass objects) when deciding default values, and must handle things like race conditions (e.g. a StorageClass is designated the default, but the admission controller has not yet seen that update).  These admission controllers are strictly optional and can be disabled.  As such, fields which are initialized this way must be strictly optional.","As such, fields which are initialized this way must be strictly optional.",Admission Controlledデフォルトで初期化されるフィールドは厳密にoptionalでなければならない．,,,,,,,,0.5820422038
norm_092,779-779,may,Categories listed in discovery may be used by clients as hints to resolve user invocations to multiple resources.,Categories listed in discovery may be used by clients as hints to resolve user invocations to multiple resources.,ディスカバリに記載されたカテゴリは，ユーザー入力を複数のリソースに解決するヒントとして使用可能．,,,,,,,,0.5868137686
norm_120,1042-1044,must,"Like all controllers, care must be taken to not clobber unrelated fields or values (e.g. in an array).  Using one of the patch or apply mechanisms is recommended to facilitate composition and concurrency of controllers.","Like all controllers, care must be taken to not clobber unrelated fields or values (e.g. in an array).",コントローラーは無関係なフィールドや値を上書きしないよう注意しなければならない．,,,,,,,,0.5879119135
norm_103,842-843,should,- The API server should allow POSTing and PUTing a resource with this field unset.,The API server should allow POSTing and PUTing a resource with this field unset.,optionalフィールドの場合，APIサーバーはそのフィールドが未設定のPOST/PUTを許可すべきである．,,,,,,,,0.5889105589
norm_036,345-350,may,"Some objects which are not persisted in the system - such as `SubjectAccessReview` and other webhook style calls - may choose to add `spec` and `status` to encapsulate a ""call and response"" pattern. The `spec` is the request (often a request for information) and the `status` is the response. For these RPC like objects the only operation may be POST, but having a consistent schema between submission and response reduces the complexity of these clients.","Some objects which are not persisted in the system - such as `SubjectAccessReview` and other webhook style calls - may choose to add `spec` and `status` to encapsulate a ""call and response"" pattern.",SubjectAccessReviewのような非永続オブジェクトも，リクエスト/レスポンスパターンをカプセル化するためにspec/statusを使用してもよい．,,,,,,,,0.593692548
norm_101,831-832,may,"An optional field is one where the writer may choose to omit the field entirely. Readers should not assume that the field is present, unless the field also has a server-side default value.",An optional field is one where the writer may choose to omit the field entirely.,optionalフィールドは書き手がフィールドを省略してよいフィールドである．,,,,,,,,0.5945576892
norm_021,258-259,SHOULD,* creationTimestamp: a string representing an RFC 3339 date of the date and time an object was created,Every object SHOULD have a `metadata.creationTimestamp` field representing the RFC 3339 date and time at which the object was created.,すべてのオブジェクトはRFC 3339形式のmetadata.creationTimestampフィールドを持つべきである．,,,,,,,,0.5988736471
norm_006,149-152,may,"Most objects defined in the system should have an endpoint that returns the full set of resources, as well as zero or more endpoints that return subsets of the full list. Some objects may be singletons (the current user, the system defaults) and may not have lists.","Some objects may be singletons (the current user, the system defaults) and may not have lists.",シングルトンオブジェクト（例: 現在のユーザー，システムデフォルト）はリストエンドポイントを持たなくてもよい．,,,,,,,,0.599142506
norm_209,2045-2047,may,"* When asserting a behavioral requirement in the negative, use ""may not"". Examples: ""may not be specified when otherField is empty"", ""only `name` may be specified"".","When asserting a behavioral requirement in the negative, use ""may not"". Examples: ""may not be specified when otherField is empty"", ""only `name` may be specified"".",エラーメッセージで否定的な動作要件を示す場合は「may not」を使用する（例: may not be specified when otherField is empty）．,,,,,,,,0.6013768498
norm_099,826-826,must,Fields must be either optional or required.,Fields must be either optional or required.,フィールドはoptionalかrequiredのいずれかでなければならない．,,,,,,,,0.602497042
norm_124,1051-1052,should,"- Adding values to arrays which have mergeable semantics (`+listType=map` tag or `patchStrategy:""merge""` attribute in the type definition)","All forms of defaulting should only add values to arrays with mergeable semantics (`+listType=map` tag or `patchStrategy:""merge""` attribute in the type definition).",すべてのデフォルト設定は，マージ可能なセマンティクス（+listType=mapタグ等）を持つ配列にのみ値を追加すべきである．,,,,,,,,0.6140747903
norm_169,1802-1802,preferred,* `fooDeadlineSeconds` is preferred for activity completion deadlines.,`fooDeadlineSeconds` is preferred for activity completion deadlines.,アクティビティ完了のデッドラインにはfooDeadlineSecondsが望ましい．,,,,,,,,0.6241741664
norm_125,1054-1055,should,"In particular we never want to change or override a value that was provided by the user.  If they requested something invalid, they should get an error.","If they requested something invalid, they should get an error.",ユーザーが無効な値を要求した場合，デフォルト値で上書きするのではなく，エラーを返すべきである．,,,,,,,,0.6255966965
norm_157,1636-1638,may,`details` may contain extended data associated with the reason. Each reason may define its own extended details. This field is optional and the data returned is not guaranteed to conform to any schema except that defined by the reason type.,`details` may contain extended data associated with the reason.,detailsフィールドはreasonに関連する拡張データを含んでもよい．,,,,,,,,0.6290333907
norm_058,496-508,should,"Some resources in the v1 API contain fields called **`phase`**, and associated `message`, `reason`, and other status fields. The pattern of using `phase` is deprecated. Newer API types should use conditions instead. Phase was essentially a state-machine enumeration field, that contradicted [system-design principles](https://git.k8s.io/design-proposals-archive/architecture/principles.md#control-logic) and hampered evolution, since [adding new enum values breaks backward compatibility](api_changes.md). Rather than encouraging clients to infer implicit properties from phases, we prefer to explicitly expose the individual conditions that clients need to monitor. Conditions also have the benefit that it is possible to create some conditions with uniform meaning across all resource types, while still exposing others that are unique to specific resource types.  See [#7856](http://issues.k8s.io/7856) for more details and discussion.",Newer API types should use conditions instead.,新しいAPI型はphaseではなくconditionsを使用すべきである．,,,,,,,,0.6357097701
norm_015,220-221,MUST,* apiVersion: a string that identifies the version of the schema the object should have,All JSON objects returned by an API MUST include an `apiVersion` field that identifies the version of the schema this object should have.,APIが返すすべてのJSONオブジェクトには，スキーマのバージョンを識別するapiVersionフィールドを含めなければならない．,,,,,,,,0.6423687587
norm_147,1375-1377,should,"If an object reference may be used to reference resources of arbitrary types and the mapping between kind and resource could be ambiguous, ""resource"" should be used in the object reference.","If an object reference may be used to reference resources of arbitrary types and the mapping between kind and resource could be ambiguous, ""resource"" should be used in the object reference.",任意の型のリソースを参照でき，kindとresourceのマッピングが曖昧な場合，オブジェクト参照には「resource」を使用すべきである．,,,,,,,,0.6503286027
norm_075,657-661,must,"Every simple kind returned by the server, and any simple kind sent to the server that must support idempotency or optimistic concurrency should return this value. Since simple resources are often used as input alternate actions that modify objects, the resource version of the simple resource should correspond to the resource version of the object.","Every simple kind returned by the server, and any simple kind sent to the server that must support idempotency or optimistic concurrency should return this value.",サーバーが返すすべてのsimple kind，および冪等性や楽観的並行制御が必要なsimple kindはresourceVersionを返すべきである．,,,,,,,,0.6509032501
norm_012,202-210,may,"A common set of ""meta"" API objects are used across all API groups and are thus considered part of the API group named `meta.k8s.io`. These types may evolve independent of the API group that uses them and API servers may allow them to be addressed in their generic form. Examples are `ListOptions`, `DeleteOptions`, `List`, `Status`, `WatchEvent`, and `Scale`. For historical reasons these types are part of each existing API group. Generic tools like quota, garbage collection, autoscalers, and generic clients like kubectl leverage these types to define consistent behavior across different resource types, like the interfaces in programming languages.",These types may evolve independent of the API group that uses them and API servers may allow them to be addressed in their generic form.,共通型はそれを使用するAPIグループとは独立して進化してもよく，汎用的な形式でアドレス可能にしてもよい．,,,,,,,,0.6532834364
norm_039,365-368,may,"Objects may report multiple conditions, and new types of conditions may be added in the future or by 3rd party controllers. Therefore, conditions are represented using a list/slice of objects, where each condition has a similar structure. This collection should be treated as a map with a key of `type`.","Objects may report multiple conditions, and new types of conditions may be added in the future or by 3rd party controllers.",オブジェクトは複数のconditionを報告でき，将来やサードパーティコントローラーが新しいcondition typeを追加してもよい．,,,,,,,,0.6655175485
norm_096,812-822,should,"Names generated by the system may be requested using `metadata.generateName`. GenerateName indicates that the name should be made unique by the server prior to persisting it. A non-empty value for the field indicates the server should attempt to make the name unique (and the name returned to the client will be different than the name passed). The value of this field will be combined with a random suffix on the server if the Name field has not been provided. The provided value must be valid within the rules for Name, and may be truncated by the length of the suffix. If this field is specified, and Name is not present, the server will return a 409 with Reason `AlreadyExists` if the generated name exists, and the client should retry (after waiting at least the amount of time indicated in the Retry-After header, if it is present).",A non-empty value for the field indicates the server should attempt to make the name unique (and the name returned to the client will be different than the name passed).,generateNameフィールドが非空の場合，サーバーは名前を一意にし，返却される名前は入力と異なるものになる．,,,,,,,,0.6715718923
norm_061,537-544,may,"References to loosely coupled sets of objects, such as [pods](https://kubernetes.io/docs/concepts/workloads/pods/) overseen by a [replication controller](https://kubernetes.io/docs/concepts/workloads/controllers/replicationcontroller/), are usually best referred to using a [label selector](https://kubernetes.io/docs/concepts/overview/working-with-objects/labels/#label-selectors). In order to ensure that GETs of individual objects remain bounded in time and space, these sets may be queried via separate API queries, but will not be expanded in the referring object's status.","In order to ensure that GETs of individual objects remain bounded in time and space, these sets may be queried via separate API queries, but will not be expanded in the referring object's status.",関連オブジェクトの集合は別APIクエリで取得でき，参照元オブジェクトのstatus内に展開してはならない．個別GETの時間・空間を有界に保つため．,,,,,,,,0.6763205307
norm_137,1201-1205,may,"Some APIs may need to identify which field in a JSON object is invalid, or to reference a value to extract from a separate resource. The current recommendation is to use standard JavaScript syntax for accessing that field, assuming the JSON object was transformed into a JavaScript object, without the leading dot, such as `metadata.name`.","Some APIs may need to identify which field in a JSON object is invalid, or to reference a value to extract from a separate resource.",一部のAPIは無効なフィールドの特定や別リソースからの値参照のため，JSONオブジェクト内のフィールド選択が必要になる場合がある．,,,,,,,,0.6774411759
norm_129,1129-1134,should,"The resourceVersion is currently backed by [etcd's mod_revision](https://etcd.io/docs/latest/learning/api/#key-value-pair). However, it's important to note that the application should *not* rely on the implementation details of the versioning system maintained by Kubernetes. We may change the implementation of resourceVersion in the future, such as to change it to a timestamp or per-object counter.","However, it's important to note that the application should *not* rely on the implementation details of the versioning system maintained by Kubernetes.",アプリケーションはKubernetesのバージョニングシステムの実装詳細に依存すべきではない．,,,,,,,,0.6843863107
norm_043,383-387,should,"* Not all controllers will observe the previous advice about reporting ""Unknown"" or ""False"" values. For known conditions, the absence of a condition `status` should be interpreted the same as `Unknown`, and typically indicates that reconciliation has not yet finished (or that the resource state may not yet be observable).","Not all controllers will observe the previous advice about reporting ""Unknown"" or ""False"" values. For known conditions, the absence of a condition `status` should be interpreted the same as `Unknown`, and typically indicates that reconciliation has not yet finished (or that the resource state may not yet be observable).",既知のconditionが存在しない場合はUnknownと同じ意味に解釈すべきであり，通常はreconciliationが未完了であることを示す．,,,,,,,,0.6851493601
norm_095,812-822,should,"Names generated by the system may be requested using `metadata.generateName`. GenerateName indicates that the name should be made unique by the server prior to persisting it. A non-empty value for the field indicates the server should attempt to make the name unique (and the name returned to the client will be different than the name passed). The value of this field will be combined with a random suffix on the server if the Name field has not been provided. The provided value must be valid within the rules for Name, and may be truncated by the length of the suffix. If this field is specified, and Name is not present, the server will return a 409 with Reason `AlreadyExists` if the generated name exists, and the client should retry (after waiting at least the amount of time indicated in the Retry-After header, if it is present).",GenerateName indicates that the name should be made unique by the server prior to persisting it.,generateNameはサーバーが名前を一意にすべきことを示す．,,,,,,,,0.688842114
norm_177,1883-1887,should,"Inclusion of a system prefix in a label key is fairly hostile to UX. A prefix is only necessary in the case that the user cannot choose the label key, in order to avoid collisions with user-defined labels. However, I firmly believe that the user should always be allowed to select the label keys to use on their resources, so it should always be possible to override default label keys.","However, I firmly believe that the user should always be allowed to select the label keys to use on their resources, so it should always be possible to override default label keys.",ユーザーは常にリソースに使用するラベルキーを選択でき，デフォルトのラベルキーをオーバーライドできるべきである．,,,,,,,,0.6911069775
norm_175,1838-1844,should,"However, we should support conveniences for common cases by default. For example, what we now do in ReplicationController is automatically set the RC's selector and labels to the labels in the pod template by default, if they are not already set. That ensures that the selector will match the template, and that the RC can be managed using the same labels as the pods it creates. Note that once we generalize selectors, it won't necessarily be possible to unambiguously generate labels that match an arbitrary selector.","However, we should support conveniences for common cases by default.",一般的なケースに対してはデフォルトで便利な機能をサポートすべきである．,,,,,,,,0.6962051498
norm_223,2188-2190,must,"When using this pattern, you must account for lifecycle of the allocated objects (who cleans them up and when) as well as the ""linkage"" between them and the main type (often using the same name, an object-ref field, or a selector).","When using this pattern, you must account for lifecycle of the allocated objects (who cleans them up and when) as well as the ""linkage"" between them and the main type (often using the same name, an object-ref field, or a selector).",別のオブジェクトとして割り当てるパターンを使用する場合，割り当てオブジェクトのライフサイクル（誰がいつ後始末するか）とメインの型との連携を考慮しなければならない．,,,,,,,,0.6990454255
norm_001,137-138,may,"An object may have multiple resources that clients can use to perform specific actions that create, update, delete, or get.","An object may have multiple resources that clients can use to perform specific actions that create, update, delete, or get.",1つのオブジェクトに対して，CRUD操作のための複数のリソースエンドポイントを持つことが許容される．,,,,,,,,0.6991301515
norm_013,212-213,should,"The term ""kind"" is reserved for these ""top-level"" API types. The term ""type"" should be used for distinguishing sub-categories within objects or subobjects.","The term ""type"" should be used for distinguishing sub-categories within objects or subobjects.",オブジェクトやサブオブジェクト内のサブカテゴリの区別には「type」という用語を使用すべきである．,,,,,,,,0.7011157444
norm_158,1636-1638,may,`details` may contain extended data associated with the reason. Each reason may define its own extended details. This field is optional and the data returned is not guaranteed to conform to any schema except that defined by the reason type.,Each reason may define its own extended details.,各reasonは独自の拡張詳細を定義してもよい．,,,,,,,,0.7075687405
norm_182,1907-1911,deprecated,"In early versions of Kubernetes, some in-development features represented new API fields as annotations, generally with the form `something.alpha.kubernetes.io/name` or `something.beta.kubernetes.io/name` (depending on our confidence in it). This pattern is deprecated.  Some such annotations may still exist, but no new annotations may be defined.  New API fields are now developed as regular fields.",This pattern is deprecated.,annotationsをAPI拡張フィールドとして使用するパターンは非推奨である．,,,,,,,,0.7157769453
norm_204,2025-2026,should,"All map fields should be checked for maximum size.  If the map has a minimum size, that should also be checked.",All map fields should be checked for maximum size.,すべてのmapフィールドは最大サイズのチェックを行うべきである．,,,,,,,,0.7171189392
norm_142,1246-1247,should,"In the case of a list of object references, the field should be of the format ""{field}Refs"", with the same guidance as the singular case above.","In the case of a list of object references, the field should be of the format ""{field}Refs"", with the same guidance as the singular case above.",オブジェクト参照のリストの場合，フィールド名は「{field}Refs」形式にすべきである．,,,,,,,,0.7189574322
norm_090,752-752,may,"""Short names"" listed in discovery may be used by clients as hints to resolve ambiguous user invocations to a single resource.","""Short names"" listed in discovery may be used by clients as hints to resolve ambiguous user invocations to a single resource.",ディスカバリに記載されたショートネームは，クライアントが曖昧なユーザー入力を単一リソースに解決するヒントとして使用可能．,,,,,,,,0.7197540189
norm_140,1237-1237,should,"The name of the reference field should be of the format ""{field}Ref"", with ""Ref"" always included in the suffix.","The name of the reference field should be of the format ""{field}Ref"", with ""Ref"" always included in the suffix.","参照フィールドの名前は「{field}Ref」形式にすべきである（例: targetRef, secretRef）．",,,,,,,,0.725792037
norm_032,327-335,may,"Otherwise, PUT expects the whole object to be specified. Therefore, if a field is omitted it is assumed that the client wants to clear that field's value. The PUT verb does not accept partial updates. Modification of just part of an object may be achieved by GETting the resource, modifying part of the spec, labels, or annotations, and then PUTting it back. See [concurrency control](#concurrency-control-and-consistency), below, regarding read-modify-write consistency when using this pattern. Some objects may expose alternative resource representations that allow mutation of the status, or performing custom actions on the object.","Some objects may expose alternative resource representations that allow mutation of the status, or performing custom actions on the object.",一部のオブジェクトは，statusの変更やカスタムアクションの実行を可能にする代替リソース表現を公開してもよい．,,,,,,,,0.7288344082
norm_136,1195-1197,must,Duration fields must be represented as integer fields with units being part of the field name (e.g. `leaseDurationSeconds`). We don't use Duration in the API since that would require clients to implement go-compatible parsing.,Duration fields must be represented as integer fields with units being part of the field name (e.g. `leaseDurationSeconds`).,期間フィールドは整数フィールドとし，単位をフィールド名に含めなければならない（例: leaseDurationSeconds）．,,,,,,,,0.7365393885
norm_195,1997-1999,must,"Almost all string fields should be checked for format.  Some format checks include checking for length (e.g. ""short-name"", aka, ""DNS Label"" must be less than 64 bytes).","Some format checks include checking for length (e.g. ""short-name"", aka, ""DNS Label"" must be less than 64 bytes).",フォーマットチェックには長さチェックが含まれる（例: DNS Labelは64バイト未満でなければならない）．,,,,,,,,0.7379114641
norm_057,496-508,deprecated,"Some resources in the v1 API contain fields called **`phase`**, and associated `message`, `reason`, and other status fields. The pattern of using `phase` is deprecated. Newer API types should use conditions instead. Phase was essentially a state-machine enumeration field, that contradicted [system-design principles](https://git.k8s.io/design-proposals-archive/architecture/principles.md#control-logic) and hampered evolution, since [adding new enum values breaks backward compatibility](api_changes.md). Rather than encouraging clients to infer implicit properties from phases, we prefer to explicitly expose the individual conditions that clients need to monitor. Conditions also have the benefit that it is possible to create some conditions with uniform meaning across all resource types, while still exposing others that are unique to specific resource types.  See [#7856](http://issues.k8s.io/7856) for more details and discussion.",The pattern of using `phase` is deprecated.,phaseフィールドの使用パターンは非推奨である．,,,,,,,,0.7446966264
norm_222,2163-2169,must,"Controllers must take care to consider how a `status` field will be handled in the case of interrupted control loops (e.g. controller crash and restart), and must act idempotently and consistently.  This is particularly important when using an informer-fed cache, which might not be updated with recent writes. Using a resourceVersion precondition to detect the ""conflict"" is the common pattern in this case.  See [this issue](http://issue.k8s.io/105199) for an example.","Controllers must take care to consider how a `status` field will be handled in the case of interrupted control loops (e.g. controller crash and restart), and must act idempotently and consistently.",コントローラーは制御ループの中断（クラッシュ・再起動）時のstatus処理を考慮し，冪等かつ一貫した動作をしなければならない．,,,,,,,,0.7448972691
norm_212,2052-2054,must,"* When specifying inequalities, use words rather than symbols.  Examples: ""must be less than 256"", ""must be greater than or equal to 0"".  Do not use words like ""larger than"", ""bigger than"", ""more than"", ""higher than"", etc.","When specifying inequalities, use words rather than symbols. Examples: ""must be less than 256"", ""must be greater than or equal to 0"". Do not use words like ""larger than"", ""bigger than"", ""more than"", ""higher than"", etc.",エラーメッセージで不等式を示す場合は記号ではなく単語を使用する（例: must be less than 256）．larger than等は使用しない．,,,,,,,,0.7539131693
norm_025,293-299,may,"The `status` summarizes the current state of the object in the system, and is usually persisted with the object by automated processes but may be generated on the fly.  As a general guideline, fields in `status` should be the most recent observations of actual state, but they may contain information such as the results of allocations or similar operations which are executed in response to the object's `spec`.  See [below](#representing-allocated-values) for more details.","The `status` summarizes the current state of the object in the system, and is usually persisted with the object by automated processes but may be generated on the fly.",statusはシステムにおけるオブジェクトの現在の状態を要約し，通常は永続化されるが，動的に生成されてもよい．,,,,,,,,0.7578973391
norm_218,2131-2132,should,"New APIs should almost never do this.  Instead, they should use `status`. PersistentVolumes might have been simpler if we had done this.",New APIs should almost never do this.,新しいAPIでは，spec内に割り当て済み値を保持するパターンはほぼ使用すべきではない．,,,,,,,,0.7814306972
norm_050,470-470,required,Use of the `Reason` field is required.,Use of the `Reason` field is required.,conditionのReasonフィールドの使用は必須である．,,,,,,,,0.7851684742
norm_190,1971-1974,should,"Clients should use the SPDY protocols if their clients have native support, or WebSockets as a fallback. Note that WebSockets is susceptible to Head-of-Line blocking and so clients must read and process each message sequentially. In the future, an HTTP/2 implementation will be exposed that deprecates SPDY.","Clients should use the SPDY protocols if their clients have native support, or WebSockets as a fallback.",クライアントはネイティブサポートがある場合SPDYプロトコルを使用し，フォールバックとしてWebSocketsを使用すべきである．,,,,,,,,0.7876610899
norm_097,812-822,must,"Names generated by the system may be requested using `metadata.generateName`. GenerateName indicates that the name should be made unique by the server prior to persisting it. A non-empty value for the field indicates the server should attempt to make the name unique (and the name returned to the client will be different than the name passed). The value of this field will be combined with a random suffix on the server if the Name field has not been provided. The provided value must be valid within the rules for Name, and may be truncated by the length of the suffix. If this field is specified, and Name is not present, the server will return a 409 with Reason `AlreadyExists` if the generated name exists, and the client should retry (after waiting at least the amount of time indicated in the Retry-After header, if it is present).","The provided value must be valid within the rules for Name, and may be truncated by the length of the suffix.",generateNameの値はName規則内で有効でなければならず，サフィックスの長さにより切り詰められることがある．,,,,,,,,0.7894355873
norm_009,183-189,should,"* `/status`: Used to write just the `status` portion of a resource. For example, the `/pods` endpoint only allows updates to `metadata` and `spec`, since those reflect end-user intent. An automated process should be able to modify status for users to see by sending an updated Pod kind to the server to the ""/pods/&lt;name&gt;/status"" endpoint - the alternate endpoint allows different rules to be applied to the update, and access to be appropriately restricted.","`/status`: Used to write just the `status` portion of a resource. For example, the `/pods` endpoint only allows updates to `metadata` and `spec`, since those reflect end-user intent. An automated process should be able to modify status for users to see by sending an updated Pod kind to the server to the ""/pods/&lt;name&gt;/status"" endpoint - the alternate endpoint allows different rules to be applied to the update, and access to be appropriately restricted.",/statusサブリソースは，statusのみの更新に使用される．異なるアクセス制御ルールを適用でき，自動プロセスがステータスを更新する際に利用する．,,,,,,,,0.7941860663
norm_126,1072-1076,should,"The goal is that, for a given input (e.g. YAML file), PUT on an existing object should produce the same result as if you used that input to create the object. Calling PUT a second time with the same input should be idempotent and should not change the resource.  Even a read-modify-write cycle is not a perfect solution in the face of version skew.","The goal is that, for a given input (e.g. YAML file), PUT on an existing object should produce the same result as if you used that input to create the object.",同じ入力に対してPUT（既存オブジェクト更新）とCREATE（新規作成）は同じ結果を生成すべきである．,,,,,,,,0.7993434648
norm_054,475-477,should,"Condition `status` values may be `True`, `False`, or `Unknown`. The absence of a condition should be interpreted the same as `Unknown`.  How controllers handle `Unknown` depends on the Condition in question.",The absence of a condition should be interpreted the same as `Unknown`.,conditionが存在しない場合はUnknownと同じ意味に解釈すべきである．,,,,,,,,0.8011527394
norm_159,1726-1728,should,* The server should set the `Retry-After` HTTP header and return `retryAfterSeconds` in the details field of the object. A value of `0` is the default.,The server should set the `Retry-After` HTTP header and return `retryAfterSeconds` in the details field of the object. A value of `0` is the default.,サーバーはRetry-After HTTPヘッダーを設定し，detailsフィールドにretryAfterSecondsを返すべきである．デフォルトは0．,,,,,,,,0.8012850583
norm_105,851-854,should,"Note that for backward compatibility, any field that has the `omitempty` struct tag, and is not explicitly marked as `+required`, will be considered to be optional. This is expected to change in the future, and new fields should explicitly set either an `+optional` or `+required` comment tag.",New fields should explicitly set either an `+optional` or `+required` comment tag.,新規フィールドには+optionalまたは+requiredのコメントタグを明示的に設定すべきである．,,,,,,,,0.8059123536
norm_089,738-740,may,"Resource implementers can optionally include ""short names"" and categories in the discovery information published for a resource type, which clients may use as hints when resolving ambiguous user invocations.","Resource implementers can optionally include ""short names"" and categories in the discovery information published for a resource type, which clients may use as hints when resolving ambiguous user invocations.",リソース実装者はディスカバリ情報にショートネームやカテゴリを含めることができ，クライアントが曖昧なユーザー入力を解決するヒントとして利用可能．,,,,,,,,0.8074122486
norm_085,703-704,should,"* DELETE /&lt;resourceNamePlural&gt; - Deletes a list of type &lt;resourceName&gt;, e.g. DELETE /pods a list of Pods.","API resources should use the traditional REST pattern: DELETE /&lt;resourceNamePlural&gt; - Deletes a list of type &lt;resourceName&gt;, e.g. DELETE /pods a list of Pods.",DELETE /<リソース名複数形>でリスト削除エンドポイントを提供すべきである．,,,,,,,,0.8107121894
norm_217,2089-2091,must,"The common theme among all of these is that the system should not trust users with such fields, and must verify or otherwise confirm such requests before using them.","The common theme among all of these is that the system should not trust users with such fields, and must verify or otherwise confirm such requests before using them.",システムはユーザーが指定するフィールドを信頼すべきではなく，使用前にそれらの要求を検証・確認しなければならない．,,,,,,,,0.817111843
