ID,Source-Span,Source_Strength,Original,Constraint,Interpretation,Kube-API-Linter,Atomic,Beyond-Syntax,Diff-Closed,Objective,Grounded,Decision(Auto),Notes
block_0242_s1,1178-1180,obligation,"APIs may return alternative representations of any resource in response to an Accept header or under alternative endpoints, but the default serialization for input and output of API responses MUST be JSON.","APIs may return alternative representations of any resource in response to an Accept header or under alternative endpoints, but the default serialization for input and output of API responses must be JSON.",API は Accept header や代替 endpoint に応じて任意の resource の別表現を返してよいが，API 応答の入力および出力におけるデフォルトの serialization は JSON でなければならない．,,,,,,,,
block_0244_s1,1186-1186,recommendation,All dates should be serialized as RFC3339 strings.,All dates should be serialized as RFC3339 strings.,すべての日付は RFC3339 文字列として serialize されるべきである．,,,,,,,,
block_0245_s1,1190-1193,obligation,"Units must either be explicit in the field name (e.g., `timeoutSeconds`), or must be specified as part of the value (e.g., `resource.Quantity`).","Units must either be explicit in the field name, such as `timeoutSeconds`, or specified as part of the value, such as `resource.Quantity`.",単位は，`timeoutSeconds` のようにフィールド名で明示するか，`resource.Quantity` のように値の一部として指定しなければならない．,,,,,,,,
block_0245_s2,1190-1193,recommendation,"Which approach is preferred is TBD, though currently we use the `fooSeconds` convention for durations.","Until a preferred approach is determined, durations should use the `fooSeconds` field-name convention.",望ましい方式が決まるまでは，duration には現在使われている `fooSeconds` 形式のフィールド名規約を使うべきである．,,,,,,,,
block_0246_s1,1195-1197,obligation,Duration fields must be represented as integer fields with units being part of the field name (e.g. `leaseDurationSeconds`). We don't use Duration in the API since that would require clients to implement go-compatible parsing.,"Duration fields must be represented as integer fields with units included in the field name, such as `leaseDurationSeconds`, because the API does not use Duration values that would require clients to implement Go-compatible parsing.",duration フィールドは，`leaseDurationSeconds` のように単位をフィールド名に含めた整数フィールドとして表現しなければならない．API では，クライアントに Go 互換の parsing を要求する Duration 値を使わないためである．,,,,,,,,
block_0250_s1,1214-1216,recommendation,"Object references on a namespaced type should usually refer only to objects in the same namespace. Because namespaces are a security boundary, cross namespace references can have unexpected impacts, including:",Object references on a namespaced type should usually refer only to objects in the same namespace because namespaces are a security boundary and cross-namespace references can have unexpected impacts.,namespaced type 上の object reference は，通常，同じ namespace 内の object だけを参照すべきである．namespace はセキュリティ境界であり，cross-namespace reference は予期しない影響を持ち得るためである．,,,,,,,,
block_0254_s2,1224-1225,recommendation,"unclear semantics on deletion. If a namespaced resource is referenced by other namespaces, should a delete of the referenced resource result in removal or should the referenced resource be force to remain.","Cross-namespace references should clearly define deletion semantics, including whether deletion of a referenced namespaced resource results in removal or forces the referenced resource to remain.",cross-namespace reference を使う場合，参照される namespaced resource の削除によって removal するのか，参照先 resource を残すことを強制するのかなど，削除時の意味を明確に定義すべきである．,,,,,,,,
block_0256_s2,1229-1233,recommendation,Built-in types and ownerReferences do not support cross namespaces references. If a non-built-in types chooses to have cross-namespace references the semantics of the edge cases above should be clearly described and the permissions issues should be resolved. This could be done with a double opt-in (an opt-in from both the referrer and the refer-ee) or with secondary permissions checks performed in admission.,"Built-in types and ownerReferences do not support cross-namespace references; if a non-built-in type chooses to have cross-namespace references, the edge-case semantics should be clearly described and the permissions issues should be resolved, such as with double opt-in from both the referrer and the refer-ee or with secondary permissions checks performed in admission.",built-in type と ownerReferences は cross-namespace reference をサポートしない．non-built-in type が cross-namespace reference を選ぶ場合，上記の edge case の意味を明確に記述し，referrer と refer-ee の両方による double opt-in や admission での二次的な権限チェックなどにより，権限上の問題を解決すべきである．,,,,,,,,
block_0257_s1,1237-1237,recommendation,"The name of the reference field should be of the format ""{field}Ref"", with ""Ref"" always included in the suffix.","The name of a reference field should use the format `{field}Ref`, with `Ref` always included as the suffix.",reference フィールド名は `{field}Ref` 形式にすべきであり，suffix として常に `Ref` を含めるべきである．,,,,,,,,
block_0258_s1,1239-1240,recommendation,"The ""{field}"" component should be named to indicate the purpose of the reference. For example, ""targetRef"" in an endpoint indicates that the object reference specifies the target.","The `{field}` component of a reference field name should indicate the purpose of the reference, such as `targetRef` in an endpoint indicating that the object reference specifies the target.",reference フィールド名の `{field}` 部分は，参照の目的を示す名前にすべきである．たとえば endpoint の `targetRef` は，object reference が target を指定することを示す．,,,,,,,,
block_0260_s1,1246-1247,recommendation,"In the case of a list of object references, the field should be of the format ""{field}Refs"", with the same guidance as the singular case above.","A field containing a list of object references should use the format `{field}Refs`, with the same naming guidance as the singular reference-field case.",object reference のリストを保持するフィールドは `{field}Refs` 形式にすべきであり，単数の reference フィールドと同じ命名指針に従うべきである．,,,,,,,,
block_0262_s1,1254-1254,recommendation,"Controllers should assume that a version of a resource may change, and include appropriate error handling.",Controllers should assume that a version of a resource may change and include appropriate error handling.,コントローラーは，resource の version が変わる可能性を前提にし，適切なエラーハンドリングを含めるべきである．,,,,,,,,
block_0267_s1,1264-1265,recommendation,"Controllers should be authored with the assumption that the referenced resource may not exist, and include error handling to make the issue clear to the user.",Controllers should be authored with the assumption that a referenced resource may not exist and include error handling that makes the issue clear to the user.,コントローラーは，参照先 resource が存在しない可能性を前提に作成されるべきであり，その問題がユーザーに明確に伝わるエラーハンドリングを含めるべきである．,,,,,,,,
block_0271_s1,1281-1283,prohibition,"To minimize potential privilege escalation vectors, do not modify the object that is being referred to, or limit modification to objects in the same namespace and constrain the type of modification allowed (for example, the HorizontalPodAutoscaler controller only writes to the `/scale` subresource).","To minimize potential privilege-escalation vectors, controllers must not modify the object being referred to, or must limit modification to objects in the same namespace and constrain the type of modification allowed.",権限昇格の可能性を最小化するため，コントローラーは参照されている object を変更してはならない．変更する場合でも，同じ namespace 内の object に限定し，許可される変更の種類を制約しなければならない．,,,,,,,,
block_0274_s1,1295-1295,prohibition,"In general, do not write or print information retrieved from the referred object to the spec, other objects, or logs.","Information retrieved from the referred object must not be written or printed to the spec, other objects, or logs.",参照先オブジェクトから取得した情報は，原則として spec，他のオブジェクト，またはログへ書き込んだり出力したりしてはならない．,,,,,,,,
block_0275_s1,1297-1299,obligation,"When it is necessary, consider whether these values would be ones that the author of the referrer object would have access to via other means (e.g. already required to correctly populate the object reference).","When writing or printing values retrieved from the referred object is necessary, the implementation must consider whether the referrer object author would have access to those values through other means, such as values already required to correctly populate the object reference.",参照先オブジェクトから取得した値を書き込む，または出力する必要がある場合，実装は，その値が参照元オブジェクトの作成者にとって他の手段でアクセス可能なものかを検討しなければならない．例として，オブジェクト参照を正しく埋めるために既に必要な値が該当する．,,,,,,,,
block_0280_s1,1325-1326,recommendation,"This schema should only be used when the intention is to always have the reference only be to a single resource. If extending to multiple resource types is possible, use the multiple resource reference.","A single resource reference schema should be used only when the intended reference is always to a single resource; if extension to multiple resource types is possible, the multiple resource reference should be used.",単一リソース参照スキーマは，参照先が常に 1 種類のリソースだけである意図の場合にのみ使うべきである．将来，複数のリソース種別へ拡張する可能性があるなら，複数リソース参照を使うべきである．,,,,,,,,
block_0285_s4,1351-1356,obligation,"A common point of confusion in object references is whether to construct references with a ""kind"" or ""resource"" field. Historically most object references in Kubernetes have used ""kind"". This is not as precise as ""resource"". Although each combination of ""group"" and ""resource"" must be unique within Kubernetes, the same is not always true for ""group"" and ""kind"". It is possible for multiple resources to make use of the same ""kind"".","Object references must account for the fact that `kind` is less precise than `resource`, because each `group` and `resource` combination must be unique within Kubernetes, while multiple resources can use the same `kind` within a `group`.",オブジェクト参照では，`kind` が `resource` より精密でないことを考慮しなければならない．Kubernetes では `group` と `resource` の組み合わせは一意である必要がある一方，同じ `group` 内で複数のリソースが同じ `kind` を使う可能性があるためである．,,,,,,,,
block_0288_s1,1375-1377,recommendation,"If an object reference may be used to reference resources of arbitrary types and the mapping between kind and resource could be ambiguous, ""resource"" should be used in the object reference.","If an object reference may reference resources of arbitrary types and the mapping between `kind` and `resource` could be ambiguous, the object reference should use `resource`.",任意の型のリソースを参照し得るオブジェクト参照で，`kind` と `resource` の対応が曖昧になり得る場合，その参照では `resource` を使うべきである．,,,,,,,,
block_0292_s2,1402-1403,obligation,"It is also possible to have the controller choose a version that it finds via the discovery client. However, as schemas can vary across different versions of a resource, the controller must also handle these differences.","If a controller chooses a resource version found through the discovery client, the controller must handle schema differences across different versions of the resource.",コントローラーが discovery client で見つけたリソースバージョンを選ぶ場合，リソースのバージョン間でスキーマが異なり得るため，その差異を扱わなければならない．,,,,,,,,
block_0295_s2,1422-1422,recommendation,"The operator would be expected to find the resource via the discovery client (as the version is not supplied). As any retrievable field would be common to all objects, any version of the resource should do.","When the version is not supplied, the operator should find the resource through the discovery client, and any version of the resource should be acceptable because any retrievable field would be common to all objects.",バージョンが指定されない場合，オペレーターは discovery client でリソースを見つけるべきである．取得可能なフィールドはすべてのオブジェクトに共通であるため，そのリソースの任意のバージョンでよいとされる．,,,,,,,,
block_0297_s2,1428-1428,obligation,"Field references differ from other reference types, as the operator has no knowledge of the object prior to the reference. Since the schema of an object can differ for different versions of a resource, this means that a “version” is required for this type of reference.",Field references must include a `version` because the operator has no knowledge of the object before the reference and the object schema can differ across different versions of a resource.,フィールド参照では，参照前にオペレーターが対象オブジェクトを知らず，リソースのバージョンによってオブジェクトスキーマが異なり得るため，`version` を含めなければならない．,,,,,,,,
block_0298_s1,1438-1438,recommendation,"The fieldPath should point to a single value, and use the recommended field selector notation to denote the field path.",The `fieldPath` should point to a single value and use the recommended field selector notation to denote the field path.,`fieldPath` は単一の値を指すべきであり，フィールドパスの表記には推奨される field selector 記法を使うべきである．,,,,,,,,
block_0299_s1,1442-1443,obligation,"In this scenario, the user will supply all of the required path elements: group, version, resource, name, and possibly namespace. As such, the controller can construct the API prefix and query it without the use of the discovery client:","When the user supplies all required path elements, including `group`, `version`, `resource`, `name`, and possibly `namespace`, the controller can construct the API prefix and query it without using the discovery client.",ユーザーが `group`，`version`，`resource`，`name`，および必要に応じて `namespace` を含む必須のパス要素をすべて提供する場合，コントローラーは discovery client を使わずに API プレフィックスを構築してクエリできる．,,,,,,,,
block_0365_s2,1577-1578,recommendation,Kubernetes will always return the `Status` kind from any API endpoint when an error occurs. Clients SHOULD handle these types of objects when appropriate.,Clients should handle `Status` kind objects when appropriate because Kubernetes always returns the `Status` kind from any API endpoint when an error occurs.,Kubernetes はエラー発生時，どの API エンドポイントからも常に `Status` kind を返すため，クライアントは適切な場合にそのオブジェクトを扱うべきである．,,,,,,,,
block_0369_s4,1585-1591,recommendation,"The information in the status object supplements, but does not override, the HTTP status code's meaning. When fields in the status object have the same meaning as generally defined HTTP headers and that header is returned with the response, the header should be considered as having higher priority.","The status object should supplement but not override the HTTP status code meaning, and when status object fields have the same meaning as generally defined HTTP headers returned with the response, the HTTP header should have higher priority.",status オブジェクトの情報は HTTP ステータスコードの意味を補足するものであり，それを上書きすべきではない．status オブジェクト内のフィールドが一般的な HTTP ヘッダーと同じ意味を持ち，そのヘッダーもレスポンスで返されている場合，HTTP ヘッダーをより優先すべきである．,,,,,,,,
block_0400_s1,1678-1679,obligation,`NotFound` Indicates that one or more resources required for this operation could not be found.,`NotFound` must indicate that one or more resources required for the operation could not be found.,`NotFound` は，その操作に必要な 1 つ以上のリソースが見つからなかったことを示さなければならない．,,,,,,,,
block_0431_s1,1726-1728,recommendation,`Timeout` The server should set the `Retry-After` HTTP header and return `retryAfterSeconds` in the details field of the object. A value of `0` is the default.,"For `Timeout`, the server should set the `Retry-After` HTTP header and return `retryAfterSeconds` in the object `details` field, with `0` as the default value.",`Timeout` の場合，サーバーは `Retry-After` HTTP ヘッダーを設定し，オブジェクトの `details` フィールドに `retryAfterSeconds` を返すべきである．既定値は `0` である．,,,,,,,,
block_0439_s1,1740-1742,recommendation,`ServerTimeout` The server should set the `Retry-After` HTTP header and return `retryAfterSeconds` in the details field of the object.,"For `ServerTimeout`, the server should set the `Retry-After` HTTP header and return `retryAfterSeconds` in the object `details` field.",`ServerTimeout` の場合，サーバーは `Retry-After` HTTP ヘッダーを設定し，オブジェクトの `details` フィールドに `retryAfterSeconds` を返すべきである．,,,,,,,,
block_0452_s2,1765-1768,recommendation,"Events are complementary to status information, since they can provide some historical information about status and occurrences in addition to current or previous status. Generate events for situations users or administrators should be alerted about.",Events should be generated for situations that users or administrators should be alerted about.,ユーザーまたは管理者に通知すべき状況では，イベントを生成するべきである．イベントは status 情報を補完し，現在または過去の status に加えて履歴的な情報を提供できるためである．,,,,,,,,
block_0456_s1,1784-1786,obligation,Go field names must be PascalCase.,Go field names must be PascalCase.,Go のフィールド名は PascalCase でなければならない．,,,,,,,,
block_0456_s2,1784-1786,obligation,JSON field names must be camelCase.,JSON field names must be camelCase.,JSON のフィールド名は camelCase でなければならない．,,,,,,,,
block_0456_s3,1784-1786,recommendation,"Go field names must be PascalCase. JSON field names must be camelCase. Other than capitalization of the initial letter, the two should almost always match.",Go field names and JSON field names should almost always match except for capitalization of the initial letter.,Go のフィールド名と JSON のフィールド名は，先頭文字の大文字小文字を除いて，ほとんど常に一致しているべきである．,,,,,,,,
block_0457_s1,1787-1788,recommendation,"Field and resource names should be declarative, not imperative (SomethingDoer, DoneBy, DoneAt).",Field and resource names should be declarative rather than imperative.,フィールド名とリソース名は，命令的な名前ではなく宣言的な名前にするべきである．,,,,,,,,
block_0459_s1,1793-1794,deprecation,`FooController` is a deprecated kind naming convention.,`FooController` must not be used as a kind naming convention because it is deprecated.,`FooController` は非推奨の kind 命名規則であるため，kind 名の慣習として使ってはならない．,,,,,,,,
block_0460_s1,1795-1796,recommendation,The name of a field that specifies the time at which `something` occurs should be called `somethingTime`.,A field that specifies the time at which `something` occurs should be named `somethingTime`.,`something` が発生する時刻を表すフィールドは，`somethingTime` という名前にするべきである．,,,,,,,,
block_0460_s2,1795-1796,prohibition,"Do not use `stamp` (e.g., `creationTimestamp`).","Field names must not use `stamp`, such as `creationTimestamp`.",フィールド名では，`creationTimestamp` のような `stamp` を使ってはならない．,notimestamp,,,,,,,
block_0462_s1,1799-1800,recommendation,"We use the `fooSeconds` convention for durations, as discussed in the [units `fooPeriodSeconds` is preferred for periodic intervals and other waiting periods (e.g., over `fooIntervalSeconds`).","Duration fields should use the `fooSeconds` convention, and periodic intervals and other waiting periods should prefer `fooPeriodSeconds` over names such as `fooIntervalSeconds`.",期間を表すフィールドは `fooSeconds` という慣習を使うべきであり，周期的な間隔やその他の待機期間には，`fooIntervalSeconds` などよりも `fooPeriodSeconds` を優先するべきである．,,,,,,,,
block_0463_s1,1801-1801,recommendation,"We use the `fooSeconds` convention for durations, as discussed in the [units `fooTimeoutSeconds` is preferred for inactivity/unresponsiveness deadlines.","Duration fields should use the `fooSeconds` convention, and inactivity or unresponsiveness deadlines should prefer `fooTimeoutSeconds`.",期間を表すフィールドは `fooSeconds` という慣習を使うべきであり，非活動または無応答の期限には `fooTimeoutSeconds` を優先するべきである．,,,,,,,,
block_0464_s1,1802-1802,recommendation,"We use the `fooSeconds` convention for durations, as discussed in the [units `fooDeadlineSeconds` is preferred for activity completion deadlines.","API duration fields should use the `fooSeconds` naming convention, and activity completion deadline fields should use names such as `fooDeadlineSeconds`.",API の期間を表すフィールド名には `fooSeconds` 形式を使うべきであり，活動完了の期限を表すフィールドには `fooDeadlineSeconds` のような名前を使うことが望ましい．,,,,,,,,
block_0465_s1,1803-1804,prohibition,"Do not use abbreviations in the API, except where they are extremely commonly used, such as ""id"", ""args"", or ""stdin"".","APIs must not use abbreviations except for extremely commonly used abbreviations such as `id`, `args`, or `stdin`.",API では略語を使ってはならないが，`id`，`args`，`stdin` のように極めて一般的に使われる略語は例外として許される．,,,,,,,,
block_0466_s1,1805-1809,recommendation,Acronyms should similarly only be used when extremely commonly known.,APIs should use acronyms only when the acronyms are extremely commonly known.,API で頭字語を使う場合は，その頭字語が極めて広く知られている場合に限るべきである．,,,,,,,,
block_0466_s2,1805-1809,recommendation,"All letters in the acronym should have the same case, using the appropriate case for the situation.","All letters in an acronym should use the same case, with the case chosen appropriately for the situation.",頭字語内のすべての文字は，同じ大文字小文字の形式でそろえ，状況に応じた適切な形式を選ぶべきである．,,,,,,,,
block_0466_s3,1805-1809,recommendation,"All letters in the acronym should have the same case, using the appropriate case for the situation. For example, at the beginning of a field name, the acronym should be all lowercase, such as ""httpGet"".","All letters in an acronym should use the same case appropriate to the situation, and an acronym at the beginning of a field name should be all lowercase, such as `httpGet`.",頭字語は状況に応じた同一ケースでそろえるべきであり，フィールド名の先頭に置く場合は `httpGet` のようにすべて小文字にするべきである．,,,,,,,,
block_0466_s4,1805-1809,recommendation,"For example, at the beginning of a field name, the acronym should be all lowercase, such as ""httpGet"". Where used as a constant, all letters should be uppercase, such as ""TCP"" or ""UDP"".","An acronym at the beginning of a field name should be all lowercase, such as `httpGet`, and an acronym used as a constant should be all uppercase, such as `TCP` or `UDP`.",フィールド名の先頭にある頭字語は `httpGet` のようにすべて小文字にし，定数として使う頭字語は `TCP` や `UDP` のようにすべて大文字にするべきである．,,,,,,,,
block_0467_s1,1810-1812,recommendation,The name of a field referring to another resource of kind `Foo` by name should be called `fooName`.,A field that refers to another resource of kind `Foo` by name should be named `fooName`.,種類 `Foo` の別リソースを名前で参照するフィールドは，`fooName` という名前にするべきである．,,,,,,,,
block_0467_s2,1810-1812,recommendation,The name of a field referring to another resource of kind `Foo` by ObjectReference (or subset thereof) should be called `fooRef`.,A field that refers to another resource of kind `Foo` by `ObjectReference` or a subset of `ObjectReference` should be named `fooRef`.,種類 `Foo` の別リソースを `ObjectReference` またはその一部で参照するフィールドは，`fooRef` という名前にするべきである．,,,,,,,,
block_0469_s1,1815-1816,recommendation,"The name of a field expressing a boolean property called 'fooable' should be called `Fooable`, not `IsFooable`.","A field expressing a boolean property called `fooable` should be named `Fooable`, not `IsFooable`.",`fooable` というブール属性を表すフィールドは，`IsFooable` ではなく `Fooable` という名前にするべきである．,,,,,,,,
block_0470_s1,1819-1820,obligation,The name of a namespace must be a DNS_LABEL.,A namespace name must be a `DNS_LABEL`.,namespace の名前は `DNS_LABEL` でなければならない．,,,,,,,,
block_0473_s5,1828-1836,recommendation,"Labels are the domain of users. They are intended to facilitate organization and management of API resources using attributes that are meaningful to users, as opposed to meaningful to the system. Users will use labels to select resources to operate on, display label values in CLI/UI columns, etc. Users should always retain full power and flexibility over the label schemas they apply to labels in their namespaces.",Users should always retain full power and flexibility over the label schemas they apply to labels in their namespaces.,ユーザーは，自分の namespace 内の label に適用する label schema について，常に完全な権限と柔軟性を保持するべきである．,,,,,,,,
block_0474_s1,1838-1844,recommendation,"However, we should support conveniences for common cases by default. For example, what we now do in ReplicationController is automatically set the RC's selector and labels to the labels in the pod template by default, if they are not already set. That ensures that the selector will match the template, and that the RC can be managed using the same labels as the pods it creates.","APIs should support conveniences for common cases by default, such as automatically setting a `ReplicationController` selector and labels to the labels in the pod template by default when the selector and labels are not already set.",API は一般的な用途に対する利便性をデフォルトで提供するべきであり，例として `ReplicationController` の selector と labels が未設定なら pod template の labels から自動設定してよい．,,,,,,,,
block_0476_s3,1852-1859,recommendation,"For disciplined users managing resources within their own namespaces, it's not that hard to consistently apply schemas that ensure uniqueness. One just needs to ensure that at least one value of some label key in common differs compared to all other comparable resources. We could/should provide a verification tool to check that.",A verification tool should be provided to check that at least one value of some common label key differs compared to all other comparable resources.,共通する label key の少なくとも 1 つの値が，他の比較可能なリソースすべてと異なることを確認するための検証ツールを提供するべきである．,,,,,,,,
block_0478_s6,1868-1881,recommendation,"Problems with uids and hashes, however, include that they have no semantic meaning to the user, are not memorable nor readily recognizable, and are not predictable. Lack of predictability obstructs use cases such as creation of a replication controller from a pod, such as people want to do when exploring the system, bootstrapping a self-hosted cluster, or deletion and re-creation of a new RC that adopts the pods of the previous one, such as to rename it. Users should always be able to turn off auto-generation, in order to permit some of the scenarios described above.","Users should always be able to turn off auto-generation of UIDs or hashes in order to permit scenarios that require predictable labels, such as creating a replication controller from a pod or deleting and re-creating a new replication controller that adopts pods from the previous replication controller.",予測可能な label が必要な場面を許すため，ユーザーは UID や hash の自動生成を常に無効化できるべきである．例として，pod から replication controller を作る場合や，既存の pods を引き継ぐ新しい replication controller を削除後に再作成する場合が挙げられる．,,,,,,,,
block_0479_s3,1883-1887,recommendation,"Inclusion of a system prefix in a label key is fairly hostile to UX. A prefix is only necessary in the case that the user cannot choose the label key, in order to avoid collisions with user-defined labels. However, I firmly believe that the user should always be allowed to select the label keys to use on their resources, so it should always be possible to override default label keys.","Users should always be allowed to select the label keys to use on their resources, so default label keys should always be overrideable.",ユーザーは自分のリソースで使う label key を常に選べるべきであり，そのためデフォルトの label key は常に上書き可能であるべきである．,,,,,,,,
block_0480_s1,1889-1893,recommendation,"Therefore, resources supporting auto-generation of unique labels should have a `uniqueLabelKey` field, so that the user could specify the key if they wanted to, but if unspecified, it could be set by default, such as to the resource type, like job, deployment, or replicationController. The value would need to be at least spatially unique, and perhaps temporally unique in the case of job.","Resources supporting auto-generation of unique labels should have a `uniqueLabelKey` field that lets the user specify the key, uses a default such as the resource type when unspecified, and has a value that is at least spatially unique and perhaps temporally unique for jobs.",一意な label の自動生成を支援するリソースには `uniqueLabelKey` フィールドを持たせるべきである．ユーザーが key を指定でき，未指定時は job，deployment，replicationController のようなリソース種別をデフォルトにでき，値は少なくとも空間的に一意で，job では時間的にも一意である必要があり得る．,,,,,,,,
block_0481_s7,1895-1905,obligation,"Like labels, annotation keys can be prefixed with a governing domain (e.g. `example.com/key-name`). Unprefixed keys (e.g. `key-name`) are reserved for end-users. Third-party components must use prefixed keys.",Third-party components must use prefixed annotation keys because unprefixed annotation keys are reserved for end-users.,prefix なしの annotation key はエンドユーザー用に予約されているため，サードパーティ component は prefix 付きの annotation key を使わなければならない．,,,,,,,,
block_0481_s8,1895-1905,prohibition,"Like labels, annotation keys can be prefixed with a governing domain (e.g. `example.com/key-name`). Key prefixes under the ""kubernetes.io"" and ""k8s.io"" domains are reserved for use by the kubernetes project and must not be used by third-parties.",Third parties must not use annotation key prefixes under the `kubernetes.io` and `k8s.io` domains because those prefixes are reserved for use by the Kubernetes project.,`kubernetes.io` と `k8s.io` ドメイン配下の annotation key prefix は Kubernetes project 用に予約されているため，サードパーティはそれらを使ってはならない．,,,,,,,,
block_0482_s2,1907-1911,deprecation,"In early versions of Kubernetes, some in-development features represented new API fields as annotations, generally with the form `something.alpha.kubernetes.io/name` or `something.beta.kubernetes.io/name` (depending on our confidence in it). This pattern is deprecated.",The pattern of representing new in-development API fields as annotations with forms such as `something.alpha.kubernetes.io/name` or `something.beta.kubernetes.io/name` is deprecated.,開発中の新しい API field を `something.alpha.kubernetes.io/name` や `something.beta.kubernetes.io/name` のような annotation として表す方式は非推奨である．,,,,,,,,
block_0484_s1,1915-1915,recommendation,"Key names should be all lowercase, with words separated by dashes instead of camelCase","Key names should be all lowercase, with words separated by dashes instead of camelCase.",key 名はすべて小文字にし，camelCase ではなく dash で単語を区切るべきである．,,,,,,,,
block_0486_s2,1918-1918,obligation,Unprefixed keys are reserved for end-users. All other labels and annotations must be prefixed.,All labels and annotations other than unprefixed keys reserved for end-users must be prefixed.,エンドユーザー用に予約された prefix なし key を除き，すべての labels と annotations は prefix 付きでなければならない．,,,,,,,,
block_0489_s1,1923-1924,recommendation;prohibition,"Key prefixes under ""kubernetes.io"" and ""k8s.io"" are reserved for the Kubernetes ""kubernetes.io"" is the preferred form for labels and annotations, ""k8s.io"" should not be used for new map keys.","Key prefixes under `kubernetes.io` and `k8s.io` are reserved for Kubernetes, `kubernetes.io` is the preferred form for labels and annotations, and `k8s.io` should not be used for new map keys.",`kubernetes.io` と `k8s.io` 配下の key prefix は Kubernetes 用に予約されている．labels と annotations では `kubernetes.io` が推奨形式であり，新しい map key には `k8s.io` を使うべきではない．,,,,,,,,
block_0490_s1,1925-1926,recommendation,"Key names, including prefixes, should be precise enough that a user could plausibly understand where it came from and what it is for.","Key names, including prefixes, should be precise enough that a user could plausibly understand where the key came from and what the key is for.",prefix を含む key 名は，ユーザーがその由来と用途をもっともらしく理解できる程度に具体的であるべきである．,,,,,,,,
block_0491_s1,1927-1927,recommendation,Key prefixes should carry as much context as possible.,Key prefixes should carry as much context as possible.,key prefix には，可能な限り多くの文脈情報を持たせるべきである．,,,,,,,,
block_0500_s1,1971-1974,recommendation,"Clients should use the SPDY protocols if their clients have native support, or WebSockets as a fallback.","Clients should use SPDY protocols when the clients have native support, or WebSockets as a fallback.",client が SPDY protocol をネイティブにサポートしている場合はそれを使うべきであり，そうでない場合は fallback として WebSockets を使うべきである．,,,,,,,,
block_0500_s2,1971-1974,obligation,"Clients should use the SPDY protocols if their clients have native support, or WebSockets as a fallback. Note that WebSockets is susceptible to Head-of-Line blocking and so clients must read and process each message sequentially.","Clients should use SPDY protocols when the clients have native SPDY support, or use WebSockets as a fallback, and clients using WebSockets must read and process each message sequentially because WebSockets is susceptible to Head-of-Line blocking.",クライアントにSPDYのネイティブサポートがある場合はSPDYプロトコルを使うべきであり，そうでない場合はフォールバックとしてWebSocketsを使う．WebSocketsを使うクライアントは，Head-of-Line blockingの影響を受けるため，各メッセージを順番に読み取り処理しなければならない．,,,,,,,,
block_0501_s3,1979-1986,recommendation,"API objects are validated upon receipt by the apiserver. Validation can be implemented in two ways: declaratively, using tags on the Go type definitions, or manually, by writing validation functions. For all new APIs, declarative validation is the preferred approach for the validation rules it supports.","For all new APIs, declarative validation using tags on Go type definitions is the preferred approach for the validation rules that declarative validation supports.",新しいAPIでは，宣言的バリデーションが対応している検証規則について，Go型定義上のタグを使う宣言的バリデーションを優先すべきである．,,,,,,,,
block_0502_s1,1990-1991,obligation;recommendation,"All fields should be declared optional or required, and validation should check the requiredness.","All fields should be declared optional or required, and validation should check whether required fields are present.",すべてのフィールドはoptionalまたはrequiredとして宣言されるべきであり，バリデーションはrequiredなフィールドが存在するかを確認すべきである．,optionalorrequired,,,,,,,
block_0503_s1,1997-1999,recommendation,Almost all string fields should be checked for format.,Almost all string fields should be checked for format.,ほぼすべての文字列フィールドは，期待される形式に合っているか検査されるべきである．,,,,,,,,
block_0503_s2,1997-1999,obligation,"Some format checks include checking for length (e.g. ""short-name"", aka, ""DNS Label"" must be less than 64 bytes).","Format checks must include applicable length checks, such as requiring a short-name, also known as a DNS Label, to be less than 64 bytes.",形式検査には，該当する場合は長さの検査を含めなければならない．たとえばshort-name，すなわちDNS Labelは64バイト未満でなければならない．,,,,,,,,
block_0504_s1,2001-2002,recommendation,All string fields should be checked for maximum length.,All string fields should be checked for maximum length.,すべての文字列フィールドは，最大長を検査されるべきである．,maxlength (disabled),,,,,,,
block_0504_s2,2001-2002,recommendation,"All string fields should be checked for maximum length. If the field has a minimum length, that should also be checked.","All string fields should be checked for maximum length, and string fields with a minimum length should also be checked for minimum length.",すべての文字列フィールドは最大長を検査されるべきであり，最小長がある文字列フィールドは最小長も検査されるべきである．,maxlength (disabled),,,,,,,
block_0505_s3,2004-2007,obligation,"Never do case-insensitive comparisons in validation. This is a source of bugs and failed uniqueness assumptions. If validation treats ""abc"" and ""ABC"" as the same, then ALL consumers of that field must do the same, and it is very easy to miss a case.","Validation must never perform case-insensitive comparisons, because if validation treats values such as ""abc"" and ""ABC"" as the same, all consumers of that field must do the same.","バリデーションでは，大文字小文字を区別しない比較を決して行ってはならない．たとえばバリデーションが""abc""と""ABC""を同じものとして扱うなら，そのフィールドのすべての利用者も同じ扱いをしなければならなくなるためである．",,,,,,,,
block_0506_s1,2011-2012,recommendation,"All numeric fields should be bounds-checked, both for too-small values (including negative) and for too-large values.","All numeric fields should be bounds-checked for values that are too small, including negative values, and for values that are too large.",すべての数値フィールドは，負の値を含む小さすぎる値と，大きすぎる値の両方について範囲検査されるべきである．,,,,,,,,
block_0507_s1,2016-2017,recommendation,All list fields should be checked for maximum size.,All list fields should be checked for maximum size.,すべてのリストフィールドは，最大サイズを検査されるべきである．,,,,,,,,
